Lp;Time;Alligator;Sila bykow;Sila niedzwiedzi;CCI;Demarker;RSI;Oscylator Stochastyczny;Williams;Klasa
2111;2012.12.3.21;0.0045;-0.00025;0.00125;32.5;0.675;59;43;-39;WAIT
2112;2012.12.3.22;0.0045;-0.00025;0.00025;12.5;0.655;57;31;-41;WAIT
2113;2012.12.3.23;0.0045;-0.00025;0.00125;37.5;0.685;61;29;-31;WAIT
2114;2012.12.4.0;0.0045;0.00025;0.00125;57.5;0.665;61;53;-23;WAIT
2115;2012.12.4.1;0.0045;-0.00075;0.00125;-12.5;0.625;55;59;-47;WAIT
2116;2012.12.4.2;0.0035;-0.00075;0.00025;-92.5;0.665;53;43;-55;WAIT
2117;2012.12.4.3;0.0035;-0.00075;-0.00025;-102.5;0.475;53;19;-63;WAIT
2118;2012.12.4.4;0.0035;-0.00075;0.00125;7.5;0.555;59;33;-39;WAIT
2119;2012.12.4.5;0.0025;-0.00025;0.00125;7.5;0.725;57;47;-57;WAIT
2120;2012.12.4.6;0.0025;-0.00025;0.00025;-37.5;0.595;55;55;-75;WAIT
2121;2012.12.4.7;0.0025;-0.00025;0.00125;107.5;0.645;61;63;-19;WAIT
2122;2012.12.4.8;0.0025;0.00025;0.00175;212.5;0.735;63;75;-15;WAIT
2123;2012.12.4.9;0.0025;-0.00025;0.00225;192.5;0.745;65;83;-19;WAIT
2124;2012.12.4.10;0.0025;0.00075;0.00175;152.5;0.745;61;75;-31;WAIT
2125;2012.12.4.11;0.0025;-0.00025;0.00225;127.5;0.745;63;71;-23;WAIT
2126;2012.12.4.12;0.0025;0.00025;0.00175;142.5;0.745;65;75;-9;WAIT
2127;2012.12.4.13;0.0025;0.00075;0.00275;167.5;0.765;71;85;-5;WAIT
2128;2012.12.4.14;0.0025;0.00125;0.00325;167.5;0.785;71;87;-15;WAIT
2129;2012.12.4.15;0.0035;0.00075;0.00225;117.5;0.855;63;77;-33;WAIT
2130;2012.12.4.16;0.0035;0.00025;0.00175;77.5;0.775;63;63;-35;WAIT
2131;2012.12.4.17;0.0035;-0.00025;0.00075;37.5;0.735;59;43;-43;WAIT
2132;2012.12.4.18;0.0045;-0.00025;0.00175;82.5;0.735;65;41;-27;WAIT
2133;2012.12.4.19;0.0045;0.00075;0.00175;97.5;0.725;67;55;-17;WAIT
2134;2012.12.4.20;0.0045;0.00125;0.00225;122.5;0.755;67;73;-17;WAIT
2135;2012.12.4.21;0.0045;0.00075;0.00175;87.5;0.725;63;75;-25;WAIT
2136;2012.12.4.22;0.0035;0.00025;0.00125;62.5;0.675;63;65;-25;WAIT
2137;2012.12.4.23;0.0035;0.00025;0.00075;47.5;0.665;63;53;-29;WAIT
2138;2012.12.5.0;0.0035;0.00025;0.00075;67.5;0.675;65;47;-17;WAIT
2139;2012.12.5.1;0.0035;0.00025;0.00225;147.5;0.785;67;43;-29;WAIT
2140;2012.12.5.2;0.0035;0.00025;0.00125;82.5;0.785;65;43;-39;WAIT
2141;2012.12.5.3;0.0035;0.00075;0.00175;132.5;0.775;67;45;-27;WAIT
2142;2012.12.5.4;0.0035;0.00075;0.00175;127.5;0.735;69;51;-21;WAIT
2143;2012.12.5.5;0.0035;0.00075;0.00225;172.5;0.785;73;63;-15;WAIT
2144;2012.12.5.6;0.0035;0.00075;0.00175;107.5;0.855;65;59;-31;WAIT
2145;2012.12.5.7;0.0035;0.00025;0.00125;87.5;0.895;67;55;-25;WAIT
2146;2012.12.5.8;0.0035;0.00025;0.00175;112.5;0.885;69;53;-19;WAIT
2147;2012.12.5.9;0.0035;0.00025;0.00175;107.5;0.895;67;57;-31;SELL
2148;2012.12.5.10;0.0035;-0.00125;0.00125;-47.5;0.705;49;33;-97;SELL
2149;2012.12.5.11;0.0035;-0.00225;-0.00075;-142.5;0.635;47;17;-85;WAIT
2150;2012.12.5.12;0.0035;-0.00225;-0.00025;-162.5;0.615;41;9;-93;WAIT
2151;2012.12.5.13;0.0035;-0.00325;-0.00125;-192.5;0.535;41;15;-79;WAIT
2152;2012.12.5.14;0.0025;-0.00325;-0.00175;-172.5;0.515;37;15;-89;WAIT
2153;2012.12.5.15;0.0025;-0.00275;-0.00075;-112.5;0.435;41;21;-79;WAIT
2154;2012.12.5.16;0.0015;-0.00175;-0.00075;-97.5;0.435;39;23;-87;WAIT
2155;2012.12.5.17;0.0015;-0.00225;-0.00075;-77.5;0.355;45;43;-75;WAIT
2156;2012.12.5.18;0.0015;-0.00075;0.00075;-27.5;0.445;49;59;-61;WAIT
2157;2012.12.5.19;0.0015;-0.00025;0.00025;-22.5;0.355;47;79;-67;WAIT
2158;2012.12.5.20;0.0015;-0.00075;0.00025;-37.5;0.345;45;71;-71;WAIT
2159;2012.12.5.21;0.0015;-0.00125;0.00025;-47.5;0.325;43;55;-81;WAIT
2160;2012.12.5.22;0.0015;-0.00175;-0.00025;-82.5;0.255;41;35;-89;WAIT
2161;2012.12.5.23;0.0015;-0.00125;-0.00075;-77.5;0.195;43;25;-81;WAIT
2162;2012.12.6.0;0.0015;-0.00075;-0.00025;-47.5;0.265;43;25;-69;WAIT
2163;2012.12.6.1;0.0015;-0.00175;0.00025;-142.5;0.285;35;21;-99;WAIT
2164;2012.12.6.2;0.0015;-0.00275;-0.00125;-247.5;0.265;33;17;-89;WAIT
2165;2012.12.6.3;0.0015;-0.00175;-0.00075;-147.5;0.345;39;19;-73;WAIT
2166;2012.12.6.4;0.0015;-0.00175;-0.00075;-137.5;0.335;37;25;-85;WAIT
2167;2012.12.6.5;0.0025;-0.00125;-0.00075;-97.5;0.305;39;31;-77;WAIT
2168;2012.12.6.6;0.0025;-0.00125;-0.00075;-77.5;0.305;39;37;-75;WAIT
2169;2012.12.6.7;0.0025;-0.00075;0.00025;-52.5;0.365;41;51;-73;WAIT
2170;2012.12.6.8;0.0025;-0.00175;-0.00025;-92.5;0.175;37;57;-83;WAIT
2171;2012.12.6.9;0.0035;-0.00175;0.00125;-12.5;0.335;49;59;-43;WAIT
2172;2012.12.6.10;0.0025;-0.00025;0.00175;112.5;0.415;55;73;-11;WAIT
2173;2012.12.6.11;0.0025;0.00025;0.00125;117.5;0.445;53;85;-17;WAIT
2174;2012.12.6.12;0.0025;-0.00025;0.00225;82.5;0.485;47;73;-51;SELL
2175;2012.12.6.13;0.0025;-0.00125;0.00125;77.5;0.445;53;69;-21;SELL
2176;2012.12.6.14;0.0015;-0.00375;0.00225;-102.5;0.345;37;43;-87;SELL
2177;2012.12.6.15;0.0015;-0.00525;-0.00175;-277.5;0.305;29;23;-97;SELL
2178;2012.12.6.16;0;-0.00675;-0.00375;-277.5;0.275;27;7;-93;SELL
2179;2012.12.6.17;0;-0.00725;-0.00475;-212.5;0.235;23;5;-95;WAIT
2180;2012.12.6.18;0.0015;-0.00725;-0.00475;-167.5;0.225;23;5;-97;WAIT
2181;2012.12.6.19;0.0035;-0.00625;-0.00525;-132.5;0.225;23;5;-95;WAIT
2182;2012.12.6.20;0.0055;-0.00525;-0.00425;-102.5;0.245;27;7;-91;WAIT
2183;2012.12.6.21;0.0075;-0.00375;-0.00275;-77.5;0.245;29;21;-87;WAIT
2184;2012.12.6.22;0.0095;-0.00275;-0.00225;-62.5;0.275;29;43;-87;WAIT
2185;2012.12.6.23;0.0105;-0.00325;-0.00175;-67.5;0.185;27;53;-95;WAIT
2186;2012.12.7.0;0.0105;-0.00275;-0.00175;-57.5;0.145;29;49;-93;WAIT
2187;2012.12.7.1;0.0105;-0.00225;-0.00125;-47.5;0.145;31;41;-89;WAIT
2188;2012.12.7.2;0.0105;-0.00175;-0.00125;-37.5;0.125;33;59;-85;WAIT
2189;2012.12.7.3;0.0095;-0.00125;-0.00075;-22.5;0.145;33;73;-87;WAIT
2190;2012.12.7.4;0.0095;-0.00125;-0.00075;-17.5;0.155;33;75;-81;WAIT
2191;2012.12.7.5;0.0085;-0.00125;-0.00075;17.5;0.205;33;71;-67;WAIT
2192;2012.12.7.6;0.0085;-0.00175;-0.00025;-62.5;0.245;29;45;-81;SELL
2193;2012.12.7.7;0.0075;-0.00175;-0.00075;-97.5;0.305;31;35;-57;WAIT
2194;2012.12.7.8;0.0075;-0.00375;-0.00025;-252.5;0.265;25;21;-83;WAIT
2195;2012.12.7.9;0.0065;-0.00425;-0.00175;-277.5;0.235;23;21;-81;WAIT
2196;2012.12.7.10;0.0065;-0.00425;-0.00175;-172.5;0.195;31;27;-61;WAIT
2197;2012.12.7.11;0.0065;-0.00325;-0.00125;-137.5;0.115;27;27;-83;SELL
2198;2012.12.7.12;0.0075;-0.00325;-0.00225;-127.5;0.075;29;31;-75;WAIT
2199;2012.12.7.13;0.0075;-0.00475;-0.00075;-137.5;0.115;23;23;-89;WAIT
2200;2012.12.7.14;0.0075;-0.00625;-0.00225;-147.5;0.095;23;31;-71;WAIT
2201;2012.12.7.15;0.0085;-0.00425;-0.00175;-117.5;0.095;23;33;-77;BUY
2202;2012.12.7.16;0.0085;-0.00325;0.00075;-52.5;0.245;37;53;-47;BUY
2203;2012.12.7.17;0.0085;-0.00075;0.00175;17.5;0.295;45;69;-31;WAIT
2204;2012.12.7.18;0.0085;0.00025;0.00125;32.5;0.305;43;83;-33;WAIT
2205;2012.12.7.19;0.0085;-0.00025;0.00075;12.5;0.295;41;79;-43;WAIT
2206;2012.12.7.20;0.0085;-0.00075;-0.00025;-7.5;0.305;39;69;-43;SELL
2207;2012.12.7.21;0.0075;-0.00125;-0.00025;2.5;0.295;41;53;-39;WAIT
2208;2012.12.7.22;0.0055;-0.00075;-0.00025;12.5;0.355;39;39;-33;WAIT
2209;2012.12.10.0;0.0055;-0.00325;-0.00225;-122.5;0.315;33;25;-61;WAIT
2210;2012.12.10.1;0.0045;-0.00225;-0.00125;-67.5;0.355;35;29;-55;WAIT
2211;2012.12.10.2;0.0045;-0.00225;-0.00075;-57.5;0.355;37;33;-55;WAIT
2212;2012.12.10.3;0.0045;-0.00225;-0.00075;-67.5;0.365;35;37;-61;WAIT
2213;2012.12.10.4;0.0045;-0.00225;-0.00125;-87.5;0.395;31;27;-73;WAIT
2214;2012.12.10.5;0.0055;-0.00225;-0.00125;-107.5;0.455;31;21;-89;WAIT
2215;2012.12.10.6;0.0055;-0.00225;-0.00075;-82.5;0.485;35;27;-79;WAIT
2216;2012.12.10.7;0.0055;-0.00075;0.00025;-42.5;0.405;37;45;-75;WAIT
2217;2012.12.10.8;0.0055;-0.00225;0.00025;-82.5;0.265;33;47;-85;WAIT
2218;2012.12.10.9;0.0055;-0.00175;0.00075;-27.5;0.305;41;55;-59;WAIT
2219;2012.12.10.10;0.0055;-0.00125;0.00025;-57.5;0.325;37;47;-75;WAIT
2220;2012.12.10.11;0.0055;-0.00125;0.00025;-17.5;0.335;43;61;-49;WAIT
2221;2012.12.10.12;0.0045;-0.00025;0.00125;72.5;0.425;45;61;-47;WAIT
2222;2012.12.10.13;0.0045;-0.00075;0.00075;117.5;0.405;47;77;-9;WAIT
2223;2012.12.10.14;0.0035;0.00025;0.00275;272.5;0.655;57;83;-9;WAIT
2224;2012.12.10.15;0.0035;0.00125;0.00275;217.5;0.625;57;89;-9;WAIT
2225;2012.12.10.16;0.0035;0.00025;0.00225;127.5;0.595;51;79;-29;WAIT
2226;2012.12.10.17;0.0025;0.00025;0.00125;92.5;0.615;53;71;-25;WAIT
2227;2012.12.10.18;0.0015;0.00075;0.00175;112.5;0.675;55;65;-11;WAIT
2228;2012.12.10.19;0;0.00075;0.00125;92.5;0.725;55;67;-15;WAIT
2229;2012.12.10.20;0;0.00075;0.00125;87.5;0.705;55;73;-9;WAIT
2230;2012.12.10.21;0;0.00075;0.00175;92.5;0.685;57;77;-3;WAIT
2231;2012.12.10.22;0;0.00125;0.00175;92.5;0.855;57;81;-11;WAIT
2232;2012.12.10.23;0;0.00075;0.00125;77.5;0.825;57;73;-11;WAIT
2233;2012.12.11.0;0;0.00025;0.00075;57.5;0.785;55;53;-19;WAIT
2234;2012.12.11.1;0.0015;0.00025;0.00125;77.5;0.815;55;39;-21;WAIT
2235;2012.12.11.2;0.0015;-0.00025;0.00075;17.5;0.725;53;29;-27;WAIT
2236;2012.12.11.3;0.0015;0.00025;0.00075;27.5;0.755;55;33;-31;WAIT
2237;2012.12.11.4;0.0015;-0.00075;0.00025;-57.5;0.545;51;31;-55;WAIT
2238;2012.12.11.5;0.0015;-0.00075;0.00275;162.5;0.695;61;47;-31;WAIT
2239;2012.12.11.6;0.0015;0.00075;0.00175;212.5;0.735;63;63;-15;WAIT
2240;2012.12.11.7;0.0015;0.00075;0.00225;177.5;0.755;59;71;-35;WAIT
2241;2012.12.11.8;0.0015;-0.00025;0.00175;62.5;0.635;53;61;-61;WAIT
2242;2012.12.11.9;0.0015;-0.00025;0.00175;67.5;0.635;55;51;-53;WAIT
2243;2012.12.11.10;0.0015;-0.00025;0.00225;152.5;0.655;63;57;-5;BUY
2244;2012.12.11.11;0.0015;0.00125;0.00275;172.5;0.685;61;61;-37;WAIT
2245;2012.12.11.12;0.0025;0.00075;0.00425;232.5;0.745;71;81;-7;BUY
2246;2012.12.11.13;0.0025;0.00275;0.00375;192.5;0.765;67;77;-19;WAIT
2247;2012.12.11.14;0.0025;0.00175;0.00325;157.5;0.775;69;87;-7;WAIT
2248;2012.12.11.15;0.0025;0.00125;0.00325;132.5;0.755;71;89;0;WAIT
2249;2012.12.11.16;0.0035;0.00225;0.00375;122.5;0.825;69;91;-13;WAIT
2250;2012.12.11.17;0.0045;0.00125;0.00275;82.5;0.765;67;79;-19;WAIT
2251;2012.12.11.18;0.0055;0.00075;0.00225;82.5;0.815;69;67;-11;WAIT
2252;2012.12.11.19;0.0055;0.00175;0.00325;102.5;0.795;71;63;-9;WAIT
2253;2012.12.11.20;0.0055;0.00175;0.00275;87.5;0.795;69;71;-15;WAIT
2254;2012.12.11.21;0.0055;0.00125;0.00225;77.5;0.765;67;69;-15;WAIT
2255;2012.12.11.22;0.0055;0.00125;0.00175;77.5;0.845;69;63;-13;WAIT
2256;2012.12.11.23;0.0055;0.00075;0.00175;87.5;0.845;69;63;-9;WAIT
2257;2012.12.12.0;0.0055;0.00075;0.00175;102.5;0.835;71;67;-5;WAIT
2258;2012.12.12.1;0.0055;0.00025;0.00125;52.5;0.755;63;53;-21;WAIT
2259;2012.12.12.2;0.0055;0.00025;0.00125;62.5;0.645;67;55;-15;WAIT
2260;2012.12.12.3;0.0055;0.00075;0.00125;97.5;0.665;67;53;-11;WAIT
2261;2012.12.12.4;0.0055;-0.00025;0.00125;17.5;0.575;61;55;-37;WAIT
2262;2012.12.12.5;0.0055;-0.00025;0.00025;-72.5;0.535;57;31;-59;WAIT
2263;2012.12.12.6;0.0045;-0.00025;0.00025;-72.5;0.455;57;11;-53;WAIT
2264;2012.12.12.7;0.0045;-0.00025;0.00075;-32.5;0.565;61;23;-35;WAIT
2265;2012.12.12.8;0.0045;-0.00075;0.00125;-47.5;0.595;59;39;-59;WAIT
2266;2012.12.12.9;0.0035;-0.00025;0.00125;32.5;0.475;61;59;-35;WAIT
2267;2012.12.12.10;0.0035;0.00025;0.00225;182.5;0.595;65;59;-39;WAIT
2268;2012.12.12.11;0.0035;0.00075;0.00225;252.5;0.655;71;75;-9;BUY
2269;2012.12.12.12;0.0025;0.00175;0.00225;202.5;0.655;69;81;-13;WAIT
2270;2012.12.12.13;0.0025;0.00125;0.00375;227.5;0.745;75;87;-13;WAIT
2271;2012.12.12.14;0.0035;0.00175;0.00275;157.5;0.735;71;81;-25;WAIT
2272;2012.12.12.15;0.0035;0.00125;0.00275;112.5;0.755;67;73;-33;WAIT
2273;2012.12.12.16;0.0045;0.00125;0.00225;102.5;0.755;69;63;-21;BUY
2274;2012.12.12.17;0.0045;0.00075;0.00175;77.5;0.735;67;51;-27;BUY
2275;2012.12.12.18;0.0045;0.00025;0.00625;182.5;0.925;79;69;-9;BUY
2276;2012.12.12.19;0.0055;0.00325;0.00575;182.5;0.945;77;75;-13;WAIT
2277;2012.12.12.20;0.0055;0.00325;0.00425;152.5;0.945;75;81;-15;WAIT
2278;2012.12.12.21;0.0055;0.00125;0.00325;87.5;0.815;65;69;-31;WAIT
2279;2012.12.12.22;0.0065;0.00125;0.00225;77.5;0.815;67;63;-23;WAIT
2280;2012.12.12.23;0.0065;0.00125;0.00175;62.5;0.815;67;49;-29;WAIT
2281;2012.12.13.0;0.0075;0.00075;0.00125;42.5;0.755;63;41;-37;WAIT
2282;2012.12.13.1;0.0075;0.00075;0.00175;42.5;0.755;65;25;-41;WAIT
2283;2012.12.13.2;0.0075;-0.00025;0.00125;7.5;0.695;61;25;-49;WAIT
2284;2012.12.13.3;0.0065;0.00025;0.00125;12.5;0.635;61;33;-51;WAIT
2285;2012.12.13.4;0.0065;-0.00025;0.00175;47.5;0.655;67;57;-27;WAIT
2286;2012.12.13.5;0.0055;0.00125;0.00275;112.5;0.705;67;73;-21;WAIT
2287;2012.12.13.6;0.0055;0.00125;0.00225;107.5;0.695;67;83;-21;WAIT
2288;2012.12.13.7;0.0055;0.00075;0.00225;142.5;0.715;71;85;0;WAIT
2289;2012.12.13.8;0.0055;0.00125;0.00225;107.5;0.515;65;83;-27;SELL
2290;2012.12.13.9;0.0055;-0.00175;0.00275;-12.5;0.385;53;61;-81;SELL
2291;2012.12.13.10;0.0055;-0.00225;0.00025;-102.5;0.355;53;37;-75;WAIT
2292;2012.12.13.11;0.0055;-0.00275;-0.00025;-142.5;0.395;49;23;-75;WAIT
2293;2012.12.13.12;0.0055;-0.00275;-0.00025;-112.5;0.385;53;29;-65;WAIT
2294;2012.12.13.13;0.0045;-0.00125;0.00025;-42.5;0.425;55;35;-53;WAIT
2295;2012.12.13.14;0.0035;-0.00075;0.00175;2.5;0.515;55;49;-51;WAIT
2296;2012.12.13.15;0.0025;-0.00075;0.00125;12.5;0.495;57;61;-43;WAIT
2297;2012.12.13.16;0.0015;0.00025;0.00275;92.5;0.605;63;75;-21;WAIT
2298;2012.12.13.17;0.0015;0.00025;0.00175;37.5;0.595;57;69;-41;WAIT
2299;2012.12.13.18;0.0015;-0.00125;0.00025;-37.5;0.495;53;55;-51;WAIT
2300;2012.12.13.19;0.0025;-0.00075;0.00025;-2.5;0.445;57;39;-41;WAIT
2301;2012.12.13.20;0.0025;-0.00025;0.00025;12.5;0.455;55;35;-43;WAIT
2302;2012.12.13.21;0.0025;-0.00025;0.00025;27.5;0.415;55;45;-41;WAIT
2303;2012.12.13.22;0.0025;-0.00025;0.00025;52.5;0.405;57;57;-39;WAIT
2304;2012.12.13.23;0.0025;-0.00025;0.00025;42.5;0.545;55;73;-43;WAIT
2305;2012.12.14.0;0.0015;-0.00025;0.00025;42.5;0.605;55;83;-39;WAIT
2306;2012.12.14.1;0.0015;-0.00075;0.00025;-32.5;0.605;51;51;-53;WAIT
2307;2012.12.14.2;0.0015;-0.00075;0.00075;67.5;0.655;57;63;-39;WAIT
2308;2012.12.14.3;0.0015;0.00025;0.00175;217.5;0.675;63;79;-13;WAIT
2309;2012.12.14.4;0.0015;0.00025;0.00175;137.5;0.595;59;87;-29;WAIT
2310;2012.12.14.5;0.0015;0.00025;0.00075;87.5;0.595;59;83;-29;WAIT
2311;2012.12.14.6;0.0015;0.00025;0.00175;157.5;0.555;63;79;-11;WAIT
2312;2012.12.14.7;0.0015;0.00025;0.00275;182.5;0.645;67;83;-9;WAIT
2313;2012.12.14.8;0.0015;0.00125;0.00275;177.5;0.855;69;83;-15;WAIT
2314;2012.12.14.9;0.0025;-0.00125;0.00275;27.5;0.595;49;53;-77;WAIT
2315;2012.12.14.10;0.0025;-0.00175;-0.00025;-37.5;0.545;53;37;-65;WAIT
2316;2012.12.14.11;0.0025;-0.00175;0.00025;-22.5;0.575;53;27;-61;WAIT
2317;2012.12.14.12;0.0025;-0.00025;0.00125;27.5;0.605;53;37;-57;WAIT
2318;2012.12.14.13;0.0025;-0.00125;0.00075;-37.5;0.555;49;35;-73;WAIT
2319;2012.12.14.14;0.0025;-0.00175;0.00025;-77.5;0.515;49;37;-73;WAIT
2320;2012.12.14.15;0.0025;-0.00075;0.00125;-2.5;0.595;53;41;-63;BUY
2321;2012.12.14.16;0.0015;-0.00075;0.00225;107.5;0.615;63;67;-21;BUY
2322;2012.12.14.17;0.0015;0.00125;0.00475;227.5;0.665;69;83;-9;BUY
2323;2012.12.14.18;0.0015;0.00275;0.00675;252.5;0.725;77;93;-5;WAIT
2324;2012.12.14.19;0.0015;0.00475;0.00575;197.5;0.725;73;91;-9;WAIT
2325;2012.12.14.20;0.0015;0.00325;0.00425;132.5;0.675;71;89;-15;WAIT
2326;2012.12.14.21;0.0035;0.00275;0.00325;102.5;0.645;71;83;-17;WAIT
2327;2012.12.14.22;0.0045;0.00225;0.00325;92.5;0.645;71;77;-9;WAIT
2328;2012.12.17.0;0.0065;0.00275;0.00525;97.5;0.805;73;65;-17;WAIT
2329;2012.12.17.1;0.0075;0.00175;0.00275;67.5;0.795;69;45;-21;WAIT
2330;2012.12.17.2;0.0085;0.00125;0.00225;52.5;0.785;67;23;-23;WAIT
2331;2012.12.17.3;0.0085;0.00075;0.00175;42.5;0.755;67;15;-25;WAIT
2332;2012.12.17.4;0.0075;0.00025;0.00125;27.5;0.785;65;15;-27;WAIT
2333;2012.12.17.5;0.0075;0.00025;0.00175;42.5;0.835;69;29;-21;WAIT
2334;2012.12.17.6;0.0075;0.00075;0.00175;37.5;0.825;65;41;-27;WAIT
2335;2012.12.17.7;0.0065;-0.00025;0.00125;-52.5;0.765;59;47;-47;WAIT
2336;2012.12.17.8;0.0065;-0.00075;0.00125;-77.5;0.685;63;43;-55;WAIT
2337;2012.12.17.9;0.0055;-0.00025;0.00175;7.5;0.575;63;47;-65;WAIT
2338;2012.12.17.10;0.0055;-0.00025;0.00125;-32.5;0.555;61;59;-69;WAIT
2339;2012.12.17.11;0.0055;-0.00075;0.00075;-87.5;0.585;61;53;-73;WAIT
2340;2012.12.17.12;0.0045;-0.00025;0.00125;-62.5;0.595;57;43;-83;WAIT
2341;2012.12.17.13;0.0045;-0.00075;0.00125;47.5;0.585;65;53;-49;WAIT
2342;2012.12.17.14;0.0045;0.00025;0.00175;87.5;0.455;59;55;-49;WAIT
2343;2012.12.17.15;0.0035;-0.00075;0.00175;157.5;0.505;65;79;-1;WAIT
2344;2012.12.17.16;0.0035;0.00025;0.00225;157.5;0.555;59;63;-51;WAIT
2345;2012.12.17.17;0.0035;-0.00025;0.00125;122.5;0.565;61;67;-29;WAIT
2346;2012.12.17.18;0.0035;-0.00025;0.00125;42.5;0.585;55;43;-65;WAIT
2347;2012.12.17.19;0.0035;-0.00025;0.00075;22.5;0.515;57;43;-47;WAIT
2348;2012.12.17.20;0.0035;-0.00025;0.00025;-2.5;0.505;55;27;-55;WAIT
2349;2012.12.17.21;0.0035;-0.00025;0.00025;-7.5;0.575;57;33;-49;WAIT
2350;2012.12.17.22;0.0035;-0.00025;0.00025;42.5;0.615;57;31;-45;WAIT
2351;2012.12.17.23;0.0025;-0.00025;0.00025;-17.5;0.515;55;41;-57;WAIT
2352;2012.12.18.0;0.0025;-0.00025;0.00075;17.5;0.545;55;47;-53;WAIT
2353;2012.12.18.1;0.0025;-0.00025;0.00025;67.5;0.605;57;67;-43;WAIT
2354;2012.12.18.2;0.0025;0.00025;0.00125;197.5;0.645;61;87;-19;WAIT
2355;2012.12.18.3;0.0015;0.00075;0.00125;182.5;0.655;59;85;-29;WAIT
2356;2012.12.18.4;0.0015;0.00025;0.00125;132.5;0.605;61;79;-23;WAIT
2357;2012.12.18.5;0.0015;0.00025;0.00075;107.5;0.645;61;71;-25;WAIT
2358;2012.12.18.6;0.0025;0.00025;0.00075;87.5;0.575;59;69;-27;WAIT
2359;2012.12.18.7;0.0025;0.00025;0.00075;82.5;0.665;59;55;-35;WAIT
2360;2012.12.18.8;0.0025;-0.00075;0.00025;-7.5;0.545;55;33;-55;WAIT
2361;2012.12.18.9;0.0025;-0.00125;0.00025;-2.5;0.495;59;45;-27;WAIT
2362;2012.12.18.10;0.0025;-0.00025;0.00125;92.5;0.575;61;63;-19;WAIT
2363;2012.12.18.11;0.0025;0.00025;0.00175;177.5;0.655;65;79;-19;WAIT
2364;2012.12.18.12;0.0015;0.00025;0.00125;137.5;0.635;61;77;-29;WAIT
2365;2012.12.18.13;0.0015;0.00025;0.00125;152.5;0.695;63;77;-23;WAIT
2366;2012.12.18.14;0.0015;-0.00025;0.00125;72.5;0.615;59;65;-37;BUY
2367;2012.12.18.15;0.0015;0.00025;0.00125;87.5;0.605;59;57;-33;BUY
2368;2012.12.18.16;0.0025;-0.00025;0.00325;257.5;0.715;75;69;-5;BUY
2369;2012.12.18.17;0.0025;0.00275;0.00475;287.5;0.755;77;81;-13;WAIT
2370;2012.12.18.18;0.0025;0.00275;0.00375;202.5;0.775;79;91;-5;WAIT
2371;2012.12.18.19;0.0025;0.00275;0.00425;157.5;0.795;79;87;-11;WAIT
2372;2012.12.18.20;0.0035;0.00175;0.00275;97.5;0.725;71;83;-23;WAIT
2373;2012.12.18.21;0.0035;0.00125;0.00225;82.5;0.725;71;71;-19;WAIT
2374;2012.12.18.22;0.0055;0.00125;0.00225;77.5;0.785;73;59;-11;WAIT
2375;2012.12.18.23;0.0055;0.00125;0.00175;67.5;0.825;69;41;-21;WAIT
2376;2012.12.19.0;0.0065;0.00125;0.00225;67.5;0.825;71;49;-15;WAIT
2377;2012.12.19.1;0.0065;0.00075;0.00175;62.5;0.805;71;47;-15;WAIT
2378;2012.12.19.2;0.0055;0.00075;0.00125;52.5;0.805;71;57;-13;WAIT
2379;2012.12.19.3;0.0055;0.00075;0.00325;122.5;0.845;77;69;-7;WAIT
2380;2012.12.19.4;0.0055;0.00225;0.00275;157.5;0.905;75;75;-9;WAIT
2381;2012.12.19.5;0.0055;0.00175;0.00225;162.5;0.905;77;79;-9;WAIT
2382;2012.12.19.6;0.0055;0.00125;0.00175;122.5;0.865;77;79;-13;WAIT
2383;2012.12.19.7;0.0055;0.00075;0.00175;77.5;0.745;71;73;-31;WAIT
2384;2012.12.19.8;0.0055;0.00025;0.00125;42.5;0.685;67;61;-39;WAIT
2385;2012.12.19.9;0.0055;-0.00075;0.00075;17.5;0.565;67;45;-41;BUY
2386;2012.12.19.10;0.0065;-0.00025;0.00325;147.5;0.785;77;67;-5;BUY
2387;2012.12.19.11;0.0055;0.00225;0.00375;197.5;0.815;77;79;-17;WAIT
2388;2012.12.19.12;0.0055;0.00225;0.00325;167.5;0.805;77;85;-17;WAIT
2389;2012.12.19.13;0.0055;0.00125;0.00475;177.5;0.825;83;85;-9;WAIT
2390;2012.12.19.14;0.0055;0.00275;0.00475;157.5;0.825;79;83;-21;SELL
2391;2012.12.19.15;0.0055;0.00175;0.00375;107.5;0.785;75;75;-27;SELL
2392;2012.12.19.16;0.0065;-0.00125;0.00225;12.5;0.615;57;47;-63;SELL
2393;2012.12.19.17;0.0075;-0.00125;0.00075;-32.5;0.515;53;15;-77;WAIT
2394;2012.12.19.18;0.0075;-0.00225;-0.00025;-67.5;0.475;51;9;-79;WAIT
2395;2012.12.19.19;0.0075;-0.00175;-0.00075;-72.5;0.475;49;7;-83;WAIT
2396;2012.12.19.20;0.0065;-0.00125;-0.00075;-62.5;0.485;51;13;-79;WAIT
2397;2012.12.19.21;0.0055;-0.00125;-0.00025;-67.5;0.515;49;13;-85;SELL
2398;2012.12.19.22;0.0045;-0.00225;-0.00025;-107.5;0.475;43;13;-99;WAIT
2399;2012.12.19.23;0.0025;-0.00525;-0.00125;-177.5;0.395;33;13;-91;WAIT
2400;2012.12.20.0;0.0025;-0.00375;-0.00225;-132.5;0.285;41;23;-81;WAIT
