Lp;Time;Alligator;Sila bykow;Sila niedzwiedzi;CCI;Demarker;RSI;Oscylator Stochastyczny;Williams;Klasa
8526;2013.12.18.18;0.0015;-0.00025;0.00075;-12.5;0.405;47;71;-47;WAIT
8527;2013.12.18.19;0.0015;-0.00025;0.00125;22.5;0.445;49;65;-39;SELL
8528;2013.12.18.20;0.0015;-0.00575;0.00525;-7.5;0.435;49;53;-49;SELL
8529;2013.12.18.21;0;-0.00775;0.00125;-282.5;0.375;25;33;-85;SELL
8530;2013.12.18.22;0;-0.00575;-0.00375;-262.5;0.355;23;23;-93;WAIT
8531;2013.12.18.23;0;-0.00575;-0.00425;-202.5;0.355;23;7;-99;WAIT
8532;2013.12.19.0;0;-0.00575;-0.00425;-147.5;0.375;27;7;-89;WAIT
8533;2013.12.19.1;0.0025;-0.00425;-0.00225;-107.5;0.415;25;7;-93;WAIT
8534;2013.12.19.2;0.0035;-0.00375;-0.00325;-97.5;0.405;25;11;-95;WAIT
8535;2013.12.19.3;0.0055;-0.00525;-0.00275;-107.5;0.375;21;9;-99;WAIT
8536;2013.12.19.4;0.0075;-0.00475;-0.00375;-97.5;0.385;23;13;-95;WAIT
8537;2013.12.19.5;0.0085;-0.00325;-0.00275;-82.5;0.355;23;13;-95;WAIT
8538;2013.12.19.6;0.0085;-0.00325;-0.00175;-67.5;0.355;29;27;-89;BUY
8539;2013.12.19.7;0.0085;-0.00225;-0.00075;-42.5;0.385;35;51;-83;WAIT
8540;2013.12.19.8;0.0085;-0.00125;0.00025;-12.5;0.415;41;81;-77;WAIT
8541;2013.12.19.9;0.0095;-0.00175;0.00025;-12.5;0.395;37;83;-83;WAIT
8542;2013.12.19.10;0.0085;-0.00175;-0.00025;-2.5;0.355;37;75;-75;WAIT
8543;2013.12.19.11;0.0085;-0.00125;0.00025;52.5;0.485;41;65;-39;WAIT
8544;2013.12.19.12;0.0075;-0.00075;0.00025;87.5;0.505;43;71;-17;WAIT
8545;2013.12.19.13;0.0065;-0.00225;0.00075;-22.5;0.475;35;51;-71;WAIT
8546;2013.12.19.14;0.0055;-0.00225;-0.00025;-27.5;0.485;39;43;-51;WAIT
8547;2013.12.19.15;0.0055;-0.00175;0.00025;-32.5;0.435;37;23;-65;WAIT
8548;2013.12.19.16;0.0055;-0.00225;-0.00025;-47.5;0.425;39;37;-55;WAIT
8549;2013.12.19.17;0.0045;-0.00175;-0.00025;-52.5;0.525;39;35;-61;WAIT
8550;2013.12.19.18;0.0045;-0.00175;-0.00075;-87.5;0.515;39;43;-65;WAIT
8551;2013.12.19.19;0.0045;-0.00125;-0.00075;-97.5;0.485;37;39;-79;WAIT
8552;2013.12.19.20;0.0045;-0.00175;-0.00075;-132.5;0.415;35;35;-89;WAIT
8553;2013.12.19.21;0.0045;-0.00125;-0.00075;-122.5;0.295;35;25;-91;WAIT
8554;2013.12.19.22;0.0045;-0.00125;-0.00025;-72.5;0.235;39;31;-75;WAIT
8555;2013.12.19.23;0.0045;-0.00125;0.00025;-72.5;0.305;37;33;-91;WAIT
8556;2013.12.20.0;0.0045;-0.00125;-0.00075;-102.5;0.295;37;37;-87;WAIT
8557;2013.12.20.1;0.0045;-0.00275;-0.00025;-212.5;0.195;29;13;-99;WAIT
8558;2013.12.20.2;0.0045;-0.00225;-0.00075;-192.5;0.155;31;13;-89;WAIT
8559;2013.12.20.3;0.0045;-0.00175;-0.00075;-122.5;0.205;35;17;-75;WAIT
8560;2013.12.20.4;0.0045;-0.00125;-0.00075;-97.5;0.215;37;31;-73;WAIT
8561;2013.12.20.5;0.0045;-0.00175;-0.00025;-112.5;0.175;33;33;-91;WAIT
8562;2013.12.20.6;0.0045;-0.00225;-0.00125;-127.5;0.175;33;37;-77;WAIT
8563;2013.12.20.7;0.0045;-0.00125;-0.00075;-97.5;0.195;33;33;-81;WAIT
8564;2013.12.20.8;0.0045;-0.00175;-0.00075;-107.5;0.185;31;33;-93;WAIT
8565;2013.12.20.9;0.0045;-0.00175;-0.00075;-77.5;0.185;37;35;-71;BUY
8566;2013.12.20.10;0.0045;-0.00075;0.00025;-7.5;0.315;43;55;-53;WAIT
8567;2013.12.20.11;0.0045;-0.00025;0.00175;97.5;0.465;51;83;-21;WAIT
8568;2013.12.20.12;0.0045;0.00025;0.00175;107.5;0.415;47;83;-35;WAIT
8569;2013.12.20.13;0.0045;-0.00075;0.00075;47.5;0.345;45;71;-47;WAIT
8570;2013.12.20.14;0.0035;-0.00125;0.00125;32.5;0.335;43;55;-49;WAIT
8571;2013.12.20.15;0.0035;-0.00075;0.00275;197.5;0.545;59;67;-1;WAIT
8572;2013.12.20.16;0.0025;0.00175;0.00575;232.5;0.675;57;63;-45;WAIT
8573;2013.12.20.17;0.0015;0.00075;0.00275;137.5;0.655;57;63;-43;WAIT
8574;2013.12.20.18;0.0015;0.00125;0.00275;122.5;0.655;59;55;-37;WAIT
8575;2013.12.20.19;0;0.00125;0.00225;92.5;0.695;55;53;-45;WAIT
8576;2013.12.20.20;0.0015;0.00025;0.00125;67.5;0.715;57;43;-43;WAIT
8577;2013.12.20.21;0.0015;0.00025;0.00175;77.5;0.735;61;39;-33;WAIT
8578;2013.12.20.22;0.0015;0.00025;0.00175;52.5;0.765;53;33;-47;WAIT
8579;2013.12.20.23;0.0015;0.00025;0.00025;27.5;0.765;53;43;-51;WAIT
8580;2013.12.23.0;0.0015;0.00025;0.00075;52.5;0.765;57;35;-41;WAIT
8581;2013.12.23.1;0.0015;0.00075;0.00225;122.5;0.765;63;65;-23;WAIT
8582;2013.12.23.2;0.0015;0.00075;0.00175;102.5;0.765;59;73;-31;WAIT
8583;2013.12.23.3;0.0015;-0.00025;0.00125;47.5;0.795;55;61;-41;WAIT
8584;2013.12.23.4;0.0015;-0.00025;0.00025;-12.5;0.855;53;37;-51;WAIT
8585;2013.12.23.5;0.0015;-0.00025;0.00025;-17.5;0.805;55;25;-71;WAIT
8586;2013.12.23.6;0.0015;-0.00025;0.00075;12.5;0.695;55;21;-61;WAIT
8587;2013.12.23.7;0.0015;0.00025;0.00075;87.5;0.745;57;39;-39;WAIT
8588;2013.12.23.8;0.0015;0.00025;0.00125;127.5;0.775;59;57;-33;WAIT
8589;2013.12.23.9;0.0015;-0.00025;0.00125;27.5;0.685;53;59;-61;WAIT
8590;2013.12.23.10;0.0015;-0.00025;0.00025;-22.5;0.735;53;39;-65;WAIT
8591;2013.12.23.11;0.0015;-0.00025;0.00025;-12.5;0.695;55;27;-59;WAIT
8592;2013.12.23.12;0.0015;0.00025;0.00125;72.5;0.735;55;35;-51;WAIT
8593;2013.12.23.13;0.0015;-0.00025;0.00175;172.5;0.775;63;61;-13;WAIT
8594;2013.12.23.14;0.0015;0.00075;0.00175;202.5;0.765;67;81;-5;WAIT
8595;2013.12.23.15;0.0015;0.00025;0.00175;152.5;0.665;63;85;-23;WAIT
8596;2013.12.23.16;0.0015;0.00025;0.00275;167.5;0.715;67;79;-25;WAIT
8597;2013.12.23.17;0.0015;0.00075;0.00175;117.5;0.795;61;67;-37;WAIT
8598;2013.12.23.18;0.0025;0.00025;0.00125;82.5;0.785;61;55;-41;WAIT
8599;2013.12.23.19;0.0025;0.00025;0.00125;62.5;0.785;59;41;-47;WAIT
8600;2013.12.23.20;0.0025;-0.00025;0.00075;17.5;0.685;55;25;-59;WAIT
8601;2013.12.23.21;0.0025;-0.00025;0.00025;22.5;0.675;57;25;-45;WAIT
8602;2013.12.23.22;0.0025;-0.00025;0.00075;27.5;0.635;57;29;-49;WAIT
8603;2013.12.23.23;0.0025;-0.00025;0.00225;62.5;0.785;57;37;-49;WAIT
8604;2013.12.24.0;0.0025;-0.00025;0.00025;12.5;0.785;59;35;-45;WAIT
8605;2013.12.24.1;0.0025;-0.00075;0.00025;-117.5;0.695;49;21;-83;WAIT
8606;2013.12.24.2;0.0025;-0.00075;-0.00025;-187.5;0.635;49;15;-83;WAIT
8607;2013.12.24.3;0.0015;-0.00075;-0.00025;-167.5;0.565;47;7;-97;WAIT
8608;2013.12.24.4;0.0015;-0.00075;-0.00025;-142.5;0.515;47;9;-93;WAIT
8609;2013.12.24.5;0.0015;-0.00125;-0.00025;-137.5;0.495;43;11;-91;WAIT
8610;2013.12.24.6;0.0015;-0.00125;-0.00025;-117.5;0.365;45;19;-89;WAIT
8611;2013.12.24.7;0;-0.00075;-0.00025;-72.5;0.405;49;39;-75;WAIT
8612;2013.12.24.8;0;-0.00025;0.00025;-27.5;0.465;51;71;-69;WAIT
8613;2013.12.24.9;0;-0.00125;0.00025;-107.5;0.385;41;55;-95;WAIT
8614;2013.12.24.10;0;-0.00125;-0.00025;-102.5;0.445;45;43;-83;WAIT
8615;2013.12.24.11;0;-0.00125;-0.00025;-112.5;0.445;41;19;-97;WAIT
8616;2013.12.24.12;0;-0.00125;-0.00025;-82.5;0.425;47;29;-81;WAIT
8617;2013.12.24.13;0;-0.00075;0.00025;-32.5;0.295;49;37;-61;WAIT
8618;2013.12.24.14;0;-0.00125;0.00025;-107.5;0.285;41;37;-99;WAIT
8619;2013.12.24.15;0;-0.00225;-0.00075;-257.5;0.245;37;33;-73;WAIT
8620;2013.12.24.16;0;-0.00175;-0.00075;-177.5;0.255;39;27;-67;WAIT
8621;2013.12.24.17;0;-0.00125;0.00025;-57.5;0.385;47;45;-41;WAIT
8622;2013.12.24.18;0.0015;-0.00025;0.00025;22.5;0.425;49;63;-29;WAIT
8623;2013.12.26.8;0.0015;0.00025;0.00075;102.5;0.495;53;81;-13;WAIT
8624;2013.12.26.9;0.0015;0.00025;0.00075;97.5;0.495;55;91;-11;WAIT
8625;2013.12.26.10;0.0015;0.00025;0.00225;177.5;0.575;59;89;-21;WAIT
8626;2013.12.26.11;0.0015;0.00075;0.00125;137.5;0.555;55;75;-27;WAIT
8627;2013.12.26.12;0;0.00025;0.00125;127.5;0.655;59;67;-13;WAIT
8628;2013.12.26.13;0;0.00025;0.00125;92.5;0.655;55;55;-27;WAIT
8629;2013.12.26.14;0;-0.00025;0.00125;57.5;0.605;51;41;-37;WAIT
8630;2013.12.26.15;0;-0.00075;0.00025;22.5;0.595;53;31;-31;WAIT
8631;2013.12.26.16;0;-0.00025;0.00125;72.5;0.635;57;39;-19;WAIT
8632;2013.12.26.17;0;-0.00025;0.00075;47.5;0.675;53;53;-25;WAIT
8633;2013.12.26.18;0;-0.00025;0.00075;47.5;0.845;55;57;-29;WAIT
8634;2013.12.26.19;0;-0.00025;0.00025;52.5;0.845;55;57;-25;WAIT
8635;2013.12.26.20;0;0.00025;0.00075;72.5;0.815;57;63;-31;WAIT
8636;2013.12.26.21;0;0.00025;0.00075;102.5;0.815;57;73;-33;WAIT
8637;2013.12.26.22;0;-0.00025;0.00075;27.5;0.745;53;69;-53;WAIT
8638;2013.12.26.23;0;-0.00025;0.00025;-42.5;0.705;51;55;-59;WAIT
8639;2013.12.27.0;0;-0.00025;0.00075;77.5;0.605;57;51;-25;WAIT
8640;2013.12.27.1;0;-0.00025;0.00175;297.5;0.715;65;73;-11;WAIT
8641;2013.12.27.2;0;0.00075;0.00175;292.5;0.735;69;91;-3;WAIT
8642;2013.12.27.3;0;0.00125;0.00225;242.5;0.785;73;95;-1;WAIT
8643;2013.12.27.4;0;0.00175;0.00425;227.5;0.915;77;91;-15;WAIT
8644;2013.12.27.5;0.0015;0.00225;0.00275;167.5;0.935;77;87;-13;WAIT
8645;2013.12.27.6;0.0015;0.00225;0.00325;152.5;0.935;81;87;-1;WAIT
8646;2013.12.27.7;0.0025;0.00125;0.00475;152.5;0.945;85;91;-7;BUY
8647;2013.12.27.8;0.0035;0.00325;0.00475;142.5;0.945;85;91;-11;BUY
8648;2013.12.27.9;0.0045;0.00275;0.00625;162.5;0.965;89;89;-5;BUY
8649;2013.12.27.10;0.0045;0.00425;0.00625;152.5;0.965;89;87;-7;BUY
8650;2013.12.27.11;0.0055;0.00375;0.00575;137.5;0.965;89;89;-7;BUY
8651;2013.12.27.12;0.0065;0.00325;0.01225;182.5;0.985;93;83;-15;WAIT
8652;2013.12.27.13;0.0075;0.00525;0.00825;137.5;0.995;85;75;-23;SELL
8653;2013.12.27.14;0.0085;0.00225;0.00625;87.5;0.885;71;57;-37;SELL
8654;2013.12.27.15;0.0105;-0.00025;0.00325;42.5;0.795;63;35;-49;SELL
8655;2013.12.27.16;0.0115;-0.00125;0.00225;7.5;0.755;55;13;-65;SELL
8656;2013.12.27.17;0.0125;-0.00175;-0.00025;-37.5;0.715;53;5;-75;WAIT
8657;2013.12.27.18;0.0125;-0.00225;-0.00025;-47.5;0.675;53;5;-77;SELL
8658;2013.12.27.19;0.0115;-0.00175;-0.00025;-62.5;0.675;51;7;-83;WAIT
8659;2013.12.27.20;0.0095;-0.00425;-0.00075;-122.5;0.585;43;7;-99;WAIT
8660;2013.12.27.21;0.0075;-0.00325;-0.00225;-122.5;0.545;45;7;-95;WAIT
8661;2013.12.27.22;0.0055;-0.00275;-0.00175;-102.5;0.545;47;13;-91;WAIT
8662;2013.12.27.23;0.0045;-0.00175;-0.00175;-82.5;0.485;47;27;-91;WAIT
8663;2013.12.30.0;0.0025;-0.00125;-0.00025;-62.5;0.505;49;41;-87;WAIT
8664;2013.12.30.1;0.0015;-0.00175;0.00025;-52.5;0.485;51;55;-85;WAIT
8665;2013.12.30.2;0;-0.00225;-0.00025;-67.5;0.165;47;57;-91;WAIT
8666;2013.12.30.3;0;-0.00125;-0.00025;-52.5;0.165;49;53;-85;WAIT
8667;2013.12.30.4;0;-0.00175;-0.00025;-57.5;0.195;47;41;-85;WAIT
8668;2013.12.30.5;0;-0.00175;-0.00075;-72.5;0.235;45;37;-87;WAIT
8669;2013.12.30.6;0;-0.00225;-0.00075;-97.5;0.245;45;35;-79;WAIT
8670;2013.12.30.7;0;-0.00125;-0.00075;-82.5;0.275;45;37;-79;WAIT
8671;2013.12.30.8;0;-0.00125;0.00075;62.5;0.425;53;61;-35;WAIT
8672;2013.12.30.9;0;-0.00125;0.00075;52.5;0.425;49;69;-41;WAIT
8673;2013.12.30.10;0.0015;-0.00125;0.00075;57.5;0.595;51;77;-31;WAIT
8674;2013.12.30.11;0.0015;-0.00025;0.00175;187.5;0.645;55;75;-11;WAIT
8675;2013.12.30.12;0.0015;0.00025;0.00225;187.5;0.655;55;77;-27;WAIT
8676;2013.12.30.13;0;0.00075;0.00225;187.5;0.665;59;77;-17;WAIT
8677;2013.12.30.14;0;0.00075;0.00375;217.5;0.695;63;77;-17;BUY
8678;2013.12.30.15;0;0.00175;0.00325;177.5;0.715;65;81;-11;WAIT
8679;2013.12.30.16;0;0.00225;0.00425;182.5;0.825;71;87;-1;WAIT
8680;2013.12.30.17;0.0015;0.00275;0.00425;157.5;0.835;71;91;-5;WAIT
8681;2013.12.30.18;0.0025;0.00175;0.00375;107.5;0.815;63;85;-21;WAIT
8682;2013.12.30.19;0.0035;0.00175;0.00275;87.5;0.825;65;73;-17;WAIT
8683;2013.12.30.20;0.0045;0.00125;0.00175;67.5;0.885;63;55;-23;WAIT
8684;2013.12.30.21;0.0045;0.00075;0.00125;52.5;0.865;61;37;-25;WAIT
8685;2013.12.30.22;0.0055;0.00075;0.00125;52.5;0.825;63;25;-21;WAIT
8686;2013.12.30.23;0.0055;0.00025;0.00125;27.5;0.795;57;17;-31;WAIT
8687;2013.12.31.0;0.0055;0.00025;0.00175;52.5;0.815;63;45;-15;WAIT
8688;2013.12.31.1;0.0045;0.00025;0.00175;72.5;0.805;63;67;-13;WAIT
8689;2013.12.31.2;0.0045;0.00075;0.00125;67.5;0.785;61;87;-23;WAIT
8690;2013.12.31.3;0.0045;-0.00025;0.00125;-47.5;0.655;53;57;-53;WAIT
8691;2013.12.31.4;0.0035;-0.00025;0.00025;-102.5;0.525;53;25;-71;WAIT
8692;2013.12.31.5;0.0035;-0.00075;0.00025;-82.5;0.535;57;15;-73;WAIT
8693;2013.12.31.6;0.0035;-0.00075;0.00025;-102.5;0.375;53;19;-89;WAIT
8694;2013.12.31.7;0.0035;-0.00075;-0.00025;-152.5;0.295;51;21;-93;WAIT
8695;2013.12.31.8;0.0035;-0.00075;0.00025;-132.5;0.375;49;11;-95;WAIT
8696;2013.12.31.9;0.0025;-0.00225;-0.00025;-242.5;0.285;41;5;-99;WAIT
8697;2013.12.31.10;0.0025;-0.00275;-0.00125;-217.5;0.255;41;11;-85;WAIT
8698;2013.12.31.11;0.0015;-0.00225;-0.00025;-152.5;0.305;39;11;-93;WAIT
8699;2013.12.31.12;0.0015;-0.00225;-0.00125;-137.5;0.275;41;17;-87;WAIT
8700;2013.12.31.13;0;-0.00125;-0.00025;-77.5;0.385;45;23;-77;WAIT
8701;2013.12.31.14;0;-0.00125;0.00125;-32.5;0.435;49;39;-65;WAIT
8702;2013.12.31.15;0;-0.00125;0.00025;-52.5;0.395;47;49;-69;WAIT
8703;2013.12.31.16;0.0015;-0.00175;0.00125;-22.5;0.445;49;53;-57;WAIT
8704;2013.12.31.17;0.0015;-0.00125;0.00025;-42.5;0.515;49;51;-53;WAIT
8705;2013.12.31.18;0.0015;-0.00125;0.00025;-62.5;0.515;43;41;-77;WAIT
8706;2014.1.1.23;0;-0.00375;-0.00075;-187.5;0.385;39;35;-67;WAIT
8707;2014.1.2.0;0;-0.00175;-0.00025;-77.5;0.425;43;39;-55;WAIT
8708;2014.1.2.1;0;-0.00125;-0.00025;-97.5;0.445;39;47;-65;WAIT
8709;2014.1.2.2;0.0015;-0.00175;-0.00025;-102.5;0.405;43;55;-55;WAIT
8710;2014.1.2.3;0.0015;-0.00075;-0.00025;-42.5;0.475;45;63;-49;WAIT
8711;2014.1.2.4;0.0015;-0.00075;0.00075;-2.5;0.555;45;69;-51;WAIT
8712;2014.1.2.5;0.0025;-0.00225;0.00025;-147.5;0.455;35;49;-85;WAIT
8713;2014.1.2.6;0.0025;-0.00225;-0.00075;-112.5;0.465;43;35;-65;WAIT
8714;2014.1.2.7;0.0015;-0.00175;-0.00025;-107.5;0.405;39;23;-77;WAIT
8715;2014.1.2.8;0.0015;-0.00325;-0.00025;-182.5;0.245;33;23;-91;WAIT
8716;2014.1.2.9;0.0025;-0.00375;-0.00125;-187.5;0.235;31;17;-85;WAIT
8717;2014.1.2.10;0.0025;-0.00275;-0.00075;-142.5;0.175;33;21;-79;SELL
8718;2014.1.2.11;0.0025;-0.00275;-0.00125;-142.5;0.175;31;25;-87;SELL
8719;2014.1.2.12;0.0035;-0.00525;-0.00125;-197.5;0.125;23;17;-95;SELL
8720;2014.1.2.13;0.0035;-0.00875;-0.00375;-237.5;0.115;17;11;-93;SELL
8721;2014.1.2.14;0.0045;-0.00775;-0.00525;-192.5;0.065;19;11;-89;WAIT
8722;2014.1.2.15;0.0045;-0.00625;-0.00475;-147.5;0.065;17;13;-91;WAIT
8723;2014.1.2.16;0.0065;-0.00675;-0.00375;-112.5;0.075;25;19;-81;WAIT
8724;2014.1.2.17;0.0075;-0.00375;-0.00175;-67.5;0.155;31;31;-73;WAIT
8725;2014.1.2.18;0.0095;-0.00275;-0.00175;-52.5;0.125;33;57;-67;WAIT
8726;2014.1.2.19;0.0105;-0.00225;-0.00125;-47.5;0.145;31;81;-71;WAIT
8727;2014.1.2.20;0.0115;-0.00325;-0.00125;-62.5;0.125;27;75;-83;WAIT
8728;2014.1.2.21;0.0115;-0.00275;-0.00175;-52.5;0.125;33;61;-73;WAIT
8729;2014.1.2.22;0.0105;-0.00175;-0.00075;-22.5;0.185;37;55;-63;WAIT
8730;2014.1.2.23;0.0095;-0.00175;-0.00025;-27.5;0.205;35;61;-69;WAIT
8731;2014.1.3.0;0.0085;-0.00125;-0.00075;-17.5;0.195;35;67;-65;WAIT
8732;2014.1.3.1;0.0085;-0.00125;-0.00025;7.5;0.215;35;57;-67;WAIT
8733;2014.1.3.2;0.0085;-0.00175;-0.00075;-32.5;0.265;33;43;-57;WAIT
8734;2014.1.3.3;0.0075;-0.00175;-0.00025;-47.5;0.405;33;27;-47;WAIT
8735;2014.1.3.4;0.0075;-0.00125;-0.00025;-22.5;0.435;35;23;-39;WAIT
8736;2014.1.3.5;0.0065;-0.00075;-0.00025;-2.5;0.435;37;41;-29;WAIT
8737;2014.1.3.6;0.0065;-0.00175;0.00025;-137.5;0.415;33;39;-91;WAIT
8738;2014.1.3.7;0.0065;-0.00175;-0.00075;-132.5;0.255;35;37;-77;WAIT
8739;2014.1.3.8;0.0055;-0.00175;0.00025;-97.5;0.335;35;25;-81;WAIT
8740;2014.1.3.9;0.0055;-0.00225;-0.00025;-192.5;0.275;31;27;-85;WAIT
8741;2014.1.3.10;0.0055;-0.00275;-0.00025;-152.5;0.325;35;33;-59;WAIT
8742;2014.1.3.11;0.0055;-0.00125;0.00025;-77.5;0.365;35;41;-59;WAIT
8743;2014.1.3.12;0.0055;-0.00125;-0.00025;-107.5;0.265;33;45;-75;WAIT
8744;2014.1.3.13;0.0055;-0.00125;0.00075;-72.5;0.325;35;43;-69;WAIT
8745;2014.1.3.14;0.0055;-0.00275;-0.00025;-147.5;0.275;33;39;-69;WAIT
8746;2014.1.3.15;0.0055;-0.00375;-0.00025;-237.5;0.205;25;29;-93;SELL
8747;2014.1.3.16;0.0045;-0.00375;-0.00225;-217.5;0.205;27;23;-79;WAIT
8748;2014.1.3.17;0.0045;-0.00325;-0.00175;-162.5;0.235;25;13;-93;WAIT
8749;2014.1.3.18;0.0045;-0.00375;-0.00225;-147.5;0.205;25;17;-85;WAIT
8750;2014.1.3.19;0.0055;-0.00275;-0.00225;-117.5;0.205;25;17;-87;WAIT
8751;2014.1.3.20;0.0055;-0.00275;-0.00175;-97.5;0.245;25;21;-91;WAIT
8752;2014.1.3.21;0.0065;-0.00325;-0.00175;-117.5;0.215;21;15;0;WAIT
8753;2014.1.3.22;0.0075;-0.00275;-0.00175;-107.5;0.155;25;13;-93;WAIT
8754;2014.1.6.0;0.0075;-0.00225;-0.00125;-77.5;0.215;31;23;-83;WAIT
8755;2014.1.6.1;0.0075;-0.00225;-0.00075;-62.5;0.255;33;47;-79;WAIT
8756;2014.1.6.2;0.0075;-0.00225;-0.00075;-87.5;0.205;27;45;-97;WAIT
8757;2014.1.6.3;0.0075;-0.00225;-0.00125;-97.5;0.215;29;37;-91;WAIT
8758;2014.1.6.4;0.0075;-0.00175;-0.00125;-92.5;0.155;29;23;-93;WAIT
8759;2014.1.6.5;0.0075;-0.00175;-0.00125;-97.5;0.185;29;25;-93;WAIT
8760;2014.1.6.6;0.0065;-0.00175;-0.00075;-102.5;0.235;27;19;-91;WAIT
8761;2014.1.6.7;0.0065;-0.00225;-0.00025;-77.5;0.285;33;35;-69;WAIT
8762;2014.1.6.8;0.0065;-0.00175;-0.00025;-77.5;0.265;31;47;-75;WAIT
8763;2014.1.6.9;0.0065;-0.00125;0.00125;62.5;0.485;41;67;-31;BUY
8764;2014.1.6.10;0.0065;0.00025;0.00175;187.5;0.545;51;77;-7;WAIT
8765;2014.1.6.11;0.0055;0.00075;0.00225;207.5;0.585;53;85;-9;WAIT
8766;2014.1.6.12;0.0055;0.00025;0.00225;132.5;0.675;47;83;-33;WAIT
8767;2014.1.6.13;0.0045;-0.00025;0.00075;72.5;0.645;45;71;-39;WAIT
8768;2014.1.6.14;0.0035;-0.00025;0.00075;47.5;0.605;45;49;-45;BUY
8769;2014.1.6.15;0.0025;-0.00075;0.00175;87.5;0.635;53;47;-15;BUY
8770;2014.1.6.16;0.0025;0.00075;0.00375;182.5;0.785;63;67;-5;WAIT
8771;2014.1.6.17;0.0015;0.00225;0.00425;172.5;0.805;59;81;-21;WAIT
8772;2014.1.6.18;0.0015;0.00175;0.00325;142.5;0.785;61;81;-13;WAIT
8773;2014.1.6.19;0;0.00175;0.00325;132.5;0.805;63;79;-11;WAIT
8774;2014.1.6.20;0.0015;0.00075;0.00225;82.5;0.765;57;77;-23;WAIT
8775;2014.1.6.21;0.0015;0.00075;0.00125;62.5;0.795;57;65;-23;WAIT
8776;2014.1.6.22;0.0015;0.00025;0.00125;37.5;0.775;53;33;-35;WAIT
8777;2014.1.6.23;0.0025;0.00025;0.00075;37.5;0.735;57;19;-33;WAIT
8778;2014.1.7.0;0.0025;-0.00025;0.00075;22.5;0.695;53;15;-39;WAIT
8779;2014.1.7.1;0.0025;-0.00075;0.00075;-2.5;0.625;51;21;-49;WAIT
8780;2014.1.7.2;0.0025;-0.00025;0.00025;-17.5;0.635;51;19;-47;WAIT
8781;2014.1.7.3;0.0015;-0.00025;0.00075;-12.5;0.685;53;29;-43;WAIT
8782;2014.1.7.4;0.0015;-0.00025;0.00075;-47.5;0.695;51;35;-47;WAIT
8783;2014.1.7.5;0.0015;-0.00025;0.00025;-92.5;0.665;51;37;-73;WAIT
8784;2014.1.7.6;0.0015;-0.00025;0.00025;-102.5;0.385;49;23;-99;WAIT
8785;2014.1.7.7;0.0015;-0.00125;0.00025;-142.5;0.235;47;29;-79;WAIT
8786;2014.1.7.8;0;-0.00075;0.00025;-97.5;0.285;47;33;-79;WAIT
8787;2014.1.7.9;0;-0.00125;0.00025;-62.5;0.205;53;57;-51;WAIT
8788;2014.1.7.10;0;-0.00075;0.00075;-62.5;0.315;47;55;-69;WAIT
8789;2014.1.7.11;0;-0.00125;0.00225;147.5;0.465;61;73;-13;WAIT
8790;2014.1.7.12;0;0.00075;0.00225;212.5;0.515;57;67;-35;WAIT
8791;2014.1.7.13;0;0.00075;0.00275;212.5;0.565;59;73;-29;WAIT
8792;2014.1.7.14;0;-0.00025;0.00225;77.5;0.485;51;55;-59;SELL
8793;2014.1.7.15;0;-0.00075;0.00075;-27.5;0.485;47;41;-75;WAIT
8794;2014.1.7.16;0.0015;-0.00275;-0.00025;-177.5;0.375;41;23;-85;WAIT
8795;2014.1.7.17;0.0015;-0.00175;-0.00025;-102.5;0.345;47;23;-67;WAIT
8796;2014.1.7.18;0.0015;-0.00075;0.00175;22.5;0.455;53;35;-45;WAIT
8797;2014.1.7.19;0.0015;-0.00075;0.00075;-37.5;0.455;47;47;-65;WAIT
8798;2014.1.7.20;0;-0.00075;-0.00025;-67.5;0.455;47;53;-65;WAIT
8799;2014.1.7.21;0;-0.00075;-0.00025;-82.5;0.495;45;41;-71;WAIT
8800;2014.1.7.22;0;-0.00075;-0.00025;-77.5;0.485;47;31;-69;WAIT
8801;2014.1.7.23;0;-0.00125;-0.00025;-72.5;0.485;45;19;-71;WAIT
8802;2014.1.8.0;0;-0.00075;-0.00025;-52.5;0.465;47;27;-65;WAIT
8803;2014.1.8.1;0;-0.00125;-0.00025;-87.5;0.345;43;33;-81;WAIT
8804;2014.1.8.2;0;-0.00125;0.00125;12.5;0.425;53;63;-47;WAIT
8805;2014.1.8.3;0;0.00075;0.00075;92.5;0.385;53;71;-43;WAIT
8806;2014.1.8.4;0.0015;-0.00025;0.00075;57.5;0.415;51;77;-43;WAIT
8807;2014.1.8.5;0;-0.00025;0.00125;117.5;0.465;55;81;-19;WAIT
8808;2014.1.8.6;0;0.00025;0.00125;112.5;0.645;53;81;-31;WAIT
8809;2014.1.8.7;0;0.00025;0.00075;87.5;0.635;53;81;-33;WAIT
8810;2014.1.8.8;0;-0.00075;0.00075;2.5;0.425;47;53;-59;WAIT
8811;2014.1.8.9;0;-0.00225;-0.00025;-122.5;0.335;43;25;-77;SELL
8812;2014.1.8.10;0;-0.00225;-0.00075;-137.5;0.335;41;15;-85;WAIT
8813;2014.1.8.11;0;-0.00325;-0.00075;-197.5;0.275;33;13;-93;WAIT
8814;2014.1.8.12;0;-0.00275;-0.00225;-182.5;0.275;33;7;-95;WAIT
8815;2014.1.8.13;0;-0.00225;-0.00125;-122.5;0.305;37;11;-83;WAIT
